,symbol,name,reportDate,fiscalDateEnding,estimate,currency
3078,IEA,Infrastructure and Energy Alternatives Inc,2022-03-07,2021-12-31,0.24,USD
3083,IEX,Idex Corporation,2022-04-25,2022-03-31,1.61,USD
3086,IFF,International Flavors & Fragrances Inc,2022-05-09,2022-03-31,1.35,USD
3091,IGIC,International General Insurance Holdings Ltd,2022-03-09,2021-12-31,0.23,USD
3096,IGT,International Game Technology PLC,2022-03-01,2021-12-31,0.49,USD
3098,IGT_OLD,IGT_OLD,2022-02-28,2021-12-31,0.5,USD
3108,III,Information Services Group Inc,2022-03-10,2021-12-31,0.08,USD
3110,IIIN,Insteel Industries Inc,2022-04-20,2022-03-31,0.94,USD
3111,IIIV,i3 Verticals Inc - Class A,2022-05-09,2022-03-31,0.36,USD
3113,IIPR,Innovative Industrial Properties Inc,2022-05-03,2022-03-31,1.34,USD
3116,IIVI,Ii-Vi Inc,2022-05-04,2022-03-31,0.86,USD
3119,ILMN,Illumina Inc,2022-04-25,2022-03-31,0.9,USD
3122,ILPT,Industrial Logistics Properties Trust,2022-04-25,2022-03-31,0.28,USD
3134,IMO,Imperial Oil Ltd,2022-04-28,2022-03-31,1.03,CAD
3138,IMTX,Immatics N.V,2022-03-28,2021-12-31,0.23,EUR
3143,IMXI,International Money Express Inc,2022-03-07,2021-12-31,0.27,USD
3145,INBK,First Internet Bancorp,2022-04-19,2022-03-31,0.99,USD
3148,INCY,Incyte Corp,2022-05-02,2022-03-31,0.69,USD
3149,INDB,Independent Bank Corp,2022-04-20,2022-03-31,1.24,USD
3155,INFO,IHS Markit Ltd,2022-03-21,2022-02-28,0.81,USD
3158,INGR,Ingredion Inc,2022-05-02,2022-03-31,1.72,USD
3162,INLX,INLX,2022-03-28,2021-12-31,0.02,USD
3167,INMD,Inmode Ltd,2022-05-03,2022-03-31,0.36,USD
3169,INNV,InnovAge Holding Corp,2022-05-09,2022-03-31,0.01,USD
3177,INSE,Inspired Entertainment Inc,2022-03-09,2021-12-31,0.05,USD
3187,INTC,Intel Corp,2022-04-28,2022-03-31,0.8,USD
3190,INTT,Intest Corp,2022-03-03,2021-12-31,0.11,USD
3192,INTU,Intuit Inc,2022-05-23,2022-04-30,7.17,USD
3196,INVA,Innoviva Inc,2022-04-26,2022-03-31,0.47,USD
3197,INVE,Identiv Inc,2022-03-02,2021-12-31,0.03,USD
3199,INVH,Invitation Homes Inc,2022-04-26,2022-03-31,0.14,USD
3213,IOSP,Innospec Inc,2022-05-02,2022-03-31,1.28,USD
3217,IP,International Paper Company,2022-04-28,2022-03-31,0.53,USD
3222,IPG,Interpublic Group Of Cos. Inc,2022-04-26,2022-03-31,0.43,USD
3223,IPGP,IPG Photonics Corp,2022-05-02,2022-03-31,1.0,USD
3224,IPI,Intrepid Potash Inc,2022-02-28,2021-12-31,1.17,USD
3236,IQV,IQVIA Holdings Inc,2022-04-20,2022-03-31,2.43,USD
3237,IR,Ingersoll-Rand Inc,2022-04-26,2022-03-31,0.46,USD
3239,IRDM,Iridium Communications Inc,2022-04-18,2022-03-31,0.02,USD
3243,IRMD,Iradimed Corp,2022-04-28,2022-03-31,0.2,USD
3247,IRT,Independence Realty Trust Inc,2022-04-26,2022-03-31,0.31,USD
3249,IRWD,Ironwood Pharmaceuticals Inc - Class A,2022-05-04,2022-03-31,0.28,USD
3250,ISBC,Investors Bancorp Inc,2022-04-26,2022-03-31,0.31,USD
3253,ISDR,Issuer Direct Corp,2022-03-03,2021-12-31,0.25,USD
3261,ISRG,Intuitive Surgical Inc,2022-04-18,2022-03-31,1.08,USD
3263,ISTR,Investar Holding Corp,2022-04-20,2022-03-31,0.52,USD
3264,ISUN,iSun Inc,2022-03-14,2021-12-31,0.08,USD
3268,IT,Gartner Inc,2022-05-02,2022-03-31,1.7,USD
3270,ITGR,Integer Holdings Corp,2022-04-27,2022-03-31,1.0,USD
3275,ITOS,ITeos Therapeutics Inc,2022-03-22,2021-12-31,1.28,USD
3279,ITPOF,ITPOF,2022-03-10,2021-12-31,0.43,USD
3281,ITRI,Itron Inc,2022-02-28,2021-12-31,0.19,USD
3285,ITRN,Ituran Location And Control Ltd,2022-03-07,2021-12-31,0.46,USD
3287,ITT,ITT Inc,2022-05-05,2022-03-31,0.99,USD
3288,ITW,Illinois Tool Works Inc,2022-04-28,2022-03-31,2.08,USD
3290,IVC,Invacare Corp,2022-03-08,2021-12-31,0.02,USD
3295,IVR,Invesco Mortgage Capital Inc,2022-05-03,2022-03-31,0.09,USD
3298,IVZ,Invesco Ltd,2022-04-25,2022-03-31,0.68,USD
3302,J,Jacobs Engineering Group Inc,2022-05-09,2022-03-31,1.7,USD
3303,JACK,Jack In The Box Inc,2022-05-10,2022-03-31,1.35,USD
3307,JAMF,Jamf Holding Corp,2022-03-01,2021-12-31,0.01,USD
3311,JAZZ,Jazz Pharmaceuticals plc,2022-03-01,2021-12-31,3.63,USD
3314,JBHT,J.B. Hunt Transport Services Inc,2022-04-18,2022-03-31,1.89,USD
3315,JBL,Jabil Inc,2022-03-14,2022-02-28,1.48,USD
3317,JBSS,Sanfilippo (John B.) & Son Inc,2022-04-26,2022-03-31,0.99,USD
3318,JBT,John Bean Technologies Corp,2022-04-25,2022-03-31,0.63,USD
3319,JCI,Johnson Controls International plc,2022-04-28,2022-03-31,0.63,USD
3327,JHG,Janus Henderson Group plc,2022-05-04,2022-03-31,0.92,USD
3331,JJSF,J&J Snack Foods Corp,2022-04-25,2022-03-31,0.67,USD
3332,JKHY,Jack Henry & Associates Inc,2022-05-02,2022-03-31,1.06,USD
3334,JLL,Jones Lang Lasalle Inc,2022-02-28,2021-12-31,6.81,USD
3339,JNJ,Johnson & Johnson,2022-04-19,2022-03-31,2.59,USD
3340,JNPR,Juniper Networks Inc,2022-04-25,2022-03-31,0.32,USD
3344,JOUT,Johnson Outdoors Inc - Class A,2022-05-05,2022-03-31,2.3,USD
3347,JPM,JPMorgan Chase & Company,2022-04-13,2022-03-31,2.8,USD
3352,JRVR,James River Group Holdings Ltd,2022-02-28,2021-12-31,0.12,USD
3359,JWN,Nordstrom Inc,2022-02-28,2021-11-30,1.02,USD
3360,JWN,Nordstrom Inc,2022-03-01,2022-02-28,1.02,USD
3361,JXN,Jackson Financial Inc - Class A,2022-03-03,2021-12-31,5.3,USD
3362,JYNT,Joint Corp,2022-04-20,2022-03-31,0.07,USD
3363,K,Kellogg Company,2022-05-05,2022-03-31,0.95,USD
3364,KAI,Kadant Inc,2022-05-02,2022-04-30,2.1,USD
3369,KAR,KAR Auction Services Inc,2022-05-02,2022-03-31,0.12,USD
3370,KARO,Karooooo Ltd,2022-05-04,2022-02-28,0.31,USD
3373,KBAL,Kimball International Inc - Class B,2022-05-02,2022-03-31,0.03,USD
3374,KBH,KB Home,2022-03-22,2022-02-28,1.56,USD
3377,KBR,KBR Inc,2022-04-27,2022-03-31,0.58,USD
3386,KDP,Keurig Dr Pepper Inc,2022-04-27,2022-03-31,0.34,USD
3387,KE,Kimball Electronics Inc,2022-05-03,2022-03-31,0.48,USD
3390,KELYA,Kelly Services Inc - Class A,2022-05-11,2022-03-31,0.26,USD
3392,KEX,Kirby Corp,2022-04-27,2022-03-31,0.28,USD
3393,KEY,Keycorp,2022-04-21,2022-03-31,0.5,USD
3394,KEYS,Keysight Technologies Inc,2022-05-17,2022-04-30,1.67,USD
3397,KFRC,Kforce Inc,2022-05-02,2022-03-31,0.76,USD
3401,KHC,Kraft Heinz Company,2022-04-27,2022-03-31,0.53,USD
3407,KIM,Kimco Realty Corp,2022-04-27,2022-03-31,0.14,USD
3413,KIRK,Kirkland`s Inc,2022-03-10,2022-02-28,0.64,USD
3414,KKR,KKR & Co. Inc,2022-05-02,2022-03-31,1.01,USD
3416,KLAC,KLA Corp,2022-04-27,2022-03-31,4.85,USD
3421,KLIC,Kulicke & Soffa Industries Inc,2022-05-03,2022-03-31,1.46,USD
3424,KMB,Kimberly-Clark Corp,2022-04-21,2022-03-31,1.25,USD
3425,KMI,Kinder Morgan Inc - Class P,2022-04-19,2022-03-31,0.27,USD
3430,KMT,Kennametal Inc,2022-05-02,2022-03-31,0.45,USD
3431,KMX,Carmax Inc,2022-04-12,2022-02-28,1.4,USD
3432,KN,Knowles Corp,2022-04-20,2022-03-31,0.3,USD
3439,KNOP,KNOT Offshore Partners LP,2022-03-10,2021-12-31,0.44,USD
3442,KNSL,Kinsale Capital Group Inc,2022-04-27,2022-03-31,1.49,USD
3448,KNX,Knight-Swift Transportation Holdings Inc - Class A,2022-04-19,2022-03-31,1.24,USD
3449,KO,Coca-Cola Company,2022-04-18,2022-03-31,0.58,USD
3458,KOS,Kosmos Energy Ltd,2022-02-28,2021-12-31,0.19,USD
3466,KR,Kroger Company,2022-03-02,2022-02-28,0.73,USD
3469,KRC,Kilroy Realty Corp,2022-04-26,2022-03-31,0.42,USD
3470,KREF,KKR Real Estate Finance Trust Inc,2022-04-25,2022-03-31,0.44,USD
3478,KRNT,Kornit Digital Ltd,2022-05-09,2022-03-31,0.15,USD
3479,KRNY,Kearny Financial Corp,2022-04-28,2022-03-31,0.22,USD
3480,KRO,Kronos Worldwide Inc,2022-03-08,2021-12-31,0.25,USD
3493,KSS,Kohl`s Corp,2022-02-28,2021-11-30,2.18,USD
3494,KSS,Kohl`s Corp,2022-03-01,2022-02-28,2.12,USD
3496,KTB,Kontoor Brands Inc,2022-03-01,2021-12-31,0.79,USD
3501,KTOS,Kratos Defense & Security Solutions Inc,2022-05-03,2022-03-31,0.05,USD
3510,KW,Kennedy-Wilson Holdings Inc,2022-05-03,2022-03-31,0.01,USD
3511,KWR,Quaker Houghton,2022-05-04,2022-03-31,1.76,USD
3522,LAD,Lithia Motors Inc - Class A,2022-04-19,2022-03-31,10.34,USD
3523,LADR,Ladder Capital Corp - Class A,2022-05-04,2022-03-31,0.18,USD
3525,LAKE,Lakeland Industries Inc,2022-04-13,2022-01-31,0.37,USD
3527,LANC,Lancaster Colony Corp,2022-05-02,2022-03-31,1.16,USD
3531,LAWS,Lawson Products Inc,2022-04-27,2022-03-31,0.64,USD
3532,LAZ,Lazard Ltd - Class A,2022-04-28,2022-03-31,0.97,USD
3535,LAZY,Lazydays Holdings Inc,2022-03-16,2022-02-28,0.72,USD
3537,LBAI,Lakeland Bancorp Inc,2022-04-25,2022-03-31,0.37,USD
3538,LBC,Luther Burbank Corp,2022-04-25,2022-03-31,0.4,USD
3543,LC,LendingClub Corp,2022-04-26,2022-03-31,0.24,USD
3545,LCII,LCI Industries,2022-05-02,2022-03-31,4.99,USD
3546,LCNB,LCNB Corp,2022-04-18,2022-03-31,0.37,USD
3551,LCUT,Lifetime Brands Inc,2022-03-08,2021-12-31,0.47,USD
3553,LDI,LoanDepot Inc - Class A,2022-05-02,2022-03-31,0.07,USD
3555,LDOS,Leidos Holdings Inc,2022-05-02,2022-04-30,1.51,USD
3556,LE,Lands` End Inc,2022-03-15,2022-01-31,0.31,USD
3557,LEA,Lear Corp,2022-05-05,2022-03-31,2.04,USD
3561,LECO,Lincoln Electric Holdings Inc,2022-04-25,2022-03-31,1.67,USD
3565,LEG,Leggett & Platt Inc,2022-05-02,2022-03-31,0.56,USD
3566,LEGH,Legacy Housing Corp,2022-03-14,2021-12-31,0.5,USD
3573,LEN,Lennar Corp - Class A,2022-03-14,2022-02-28,2.6,USD
3575,LEU,Centrus Energy Corp - Class A,2022-03-14,2021-12-31,0.62,USD
3577,LEVI,Levi Strauss & Co. Cls A,2022-04-06,2022-02-28,0.41,USD
3578,LEVL,Level One Bancorp Inc,2022-04-28,2022-03-31,0.81,USD
3579,LFG,Archaea Energy Inc - Class A,2022-03-28,2021-12-31,0.03,USD
3582,LFT,Lument Finance Trust Inc,2022-03-14,2021-12-31,0.1,USD
3584,LFUS,Littelfuse Inc,2022-04-26,2022-03-31,3.23,USD
3585,LFVN,Lifevantage Corporation,2022-04-27,2022-03-31,0.11,USD
3586,LGIH,LGI Homes Inc,2022-05-02,2022-03-31,3.0,USD
3589,LGL,LGL Group Inc,2022-03-24,2021-12-31,0.11,USD
3591,LGND,Ligand Pharmaceuticals Inc - Class B,2022-05-02,2022-03-31,0.66,USD
3594,LH,Laboratory Corp Of America Holdings,2022-04-27,2022-03-31,6.02,USD
3595,LHCG,LHC Group Inc,2022-05-03,2022-03-31,1.21,USD
3596,LHX,L3Harris Technologies Inc,2022-04-28,2022-03-31,3.07,USD
3603,LII,Lennox International Inc,2022-04-25,2022-03-31,1.97,USD
3605,LIMAF,LIMAF,2022-03-09,2021-12-31,0.72,CAD
3607,LINC,Lincoln Educational Services Corp,2022-03-01,2021-12-31,0.47,USD
3615,LITE,Lumentum Holdings Inc,2022-05-10,2022-03-31,1.12,USD
3617,LIVN,LivaNova PLC,2022-04-26,2022-03-31,0.49,USD
3619,LJPC,La Jolla Pharmaceutical Company,2022-03-07,2021-12-31,0.04,USD
3622,LKFN,Lakeland Financial Corp,2022-04-25,2022-03-31,0.89,USD
3624,LKQ,LKQ Corp,2022-04-28,2022-03-31,0.94,USD
3625,LL,LL Flooring Holdings Inc,2022-05-03,2022-03-31,0.19,USD
3627,LLY,Lilly(Eli) & Company,2022-04-08,2022-03-31,2.1,USD
3628,LMAT,Lemaitre Vascular Inc,2022-04-27,2022-03-31,0.3,USD
3629,LMB,Limbach Holdings Inc,2022-03-23,2021-12-31,0.4,USD
3641,LMST,Limestone Bancorp Inc,2022-04-19,2022-03-31,0.39,USD
3642,LMT,Lockheed Martin Corp,2022-04-18,2022-03-31,6.25,USD
3643,LNC,Lincoln National Corp,2022-05-03,2022-03-31,1.98,USD
3647,LNN,Lindsay Corporation,2022-04-04,2022-02-28,1.19,USD
3650,LNT,Alliant Energy Corp,2022-05-04,2022-03-31,0.64,USD
3651,LNTH,Lantheus Holdings Inc,2022-05-02,2022-03-31,0.45,USD
3652,LOAN,Manhattan Bridge Capital Inc,2022-03-09,2021-12-31,0.1,USD
3654,LOB,Live Oak Bancshares Inc,2022-04-19,2022-03-31,0.7,USD
3655,LOCO,El Pollo Loco Holdings Inc,2022-03-09,2021-12-31,0.12,USD
3662,LOPE,Grand Canyon Education Inc,2022-05-03,2022-03-31,1.7,USD
3668,LOVE,Lovesac Company,2022-04-12,2022-01-31,0.54,USD
3669,LOW,Lowe`s Cos. Inc,2022-05-17,2022-04-30,3.24,USD
3674,LPG,Dorian LPG Ltd,2022-05-17,2022-03-31,0.49,USD
3675,LPI,Laredo Petroleum Inc,2022-05-03,2022-03-31,5.95,USD
3676,LPLA,LPL Financial Holdings Inc,2022-04-27,2022-03-31,1.89,USD
3681,LPX,Louisiana-Pacific Corp,2022-05-02,2022-03-31,4.17,USD
3688,LRCX,Lam Research Corp,2022-04-19,2022-03-31,7.62,USD
3689,LRFC,Logan Ridge Finance Corporation,2022-03-07,2021-12-31,0.01,USD
3693,LRN,Stride Inc,2022-04-18,2022-03-31,0.84,USD
3697,LSCC,Lattice Semiconductor Corp,2022-05-02,2022-03-31,0.33,USD
3700,LSEA,Landsea Homes Corporation - Class A,2022-03-09,2021-12-31,0.73,USD
3706,LSTR,Landstar System Inc,2022-04-20,2022-03-31,2.69,USD
3709,LTC,LTC Properties Inc,2022-04-27,2022-03-31,0.37,USD
3716,LTRX,Lantronix Inc,2022-04-27,2022-03-31,0.07,USD
3720,LULU,Lululemon Athletica Inc,2022-03-28,2022-01-31,3.27,USD
3722,LUMN,Lumen Technologies Inc,2022-05-03,2022-03-31,0.45,USD
3725,LUNA,Luna Innovations Inc,2022-03-09,2021-12-31,0.04,USD
3728,LUNMF,LUNMF,2022-04-27,2022-03-31,0.28,USD
3735,LW,Lamb Weston Holdings Inc,2022-04-05,2022-02-28,0.45,USD
3740,LX,LexinFintech Holdings Ltd,2022-03-17,2021-12-31,0.29,USD
3741,LXP,LXP Industrial Trust,2022-05-05,2022-03-31,0.01,USD
3744,LXU,LSB Industries Inc,2022-04-26,2022-03-31,0.21,USD
3745,LYB,LyondellBasell Industries NV - Class A,2022-04-28,2022-03-31,3.57,USD
3749,LYTS,LSI Industries Inc,2022-04-20,2022-03-31,0.06,USD
3752,M,Macy`s Inc,2022-05-16,2022-02-28,0.72,USD
3753,MA,Mastercard Incorporated - Class A,2022-04-27,2022-03-31,2.2,USD
3754,MAA,Mid-America Apartment Communities Inc,2022-04-26,2022-03-31,0.8,USD
3758,MAG,MAG Silver Corp,2022-03-29,2021-12-31,0.04,USD
3764,MAN,ManpowerGroup,2022-04-18,2022-03-31,1.6,USD
3765,MANH,Manhattan Associates Inc,2022-04-25,2022-03-31,0.45,USD
3766,MANT,Mantech International Corp - Class A,2022-05-02,2022-03-31,0.83,USD
3767,MANU,Manchester United Plc. - Class A,2022-03-02,2021-12-31,2.0,GBP
3768,MAR,Marriott International Inc - Class A,2022-05-09,2022-03-31,0.9,USD
3769,MARA,Marathon Digital Holdings Inc,2022-03-14,2021-12-31,0.34,USD
3773,MAS,Masco Corp,2022-04-26,2022-03-31,0.85,USD
3774,MASI,Masimo Corp,2022-04-25,2022-03-31,1.02,USD
3778,MATW,Matthews International Corp - Class A,2022-04-27,2022-03-31,0.74,USD
3789,MBCN,Middlefield Banc Corp,2022-04-18,2022-03-31,0.61,USD
3794,MBIN,Merchants Bancorp,2022-04-26,2022-03-31,1.0,USD
3800,MBUU,Malibu Boats Inc - Class A,2022-05-02,2022-03-31,1.96,USD
3801,MBWM,Mercantile Bank Corp,2022-04-18,2022-03-31,0.72,USD
3803,MC,Moelis & Co - Class A,2022-04-26,2022-03-31,0.89,USD
3804,MCB,Metropolitan Bank Holding Corp,2022-04-19,2022-03-31,1.54,USD
3805,MCBC,Macatawa Bank Corp,2022-04-20,2022-03-31,0.17,USD
3806,MCBI,MCBI,2022-04-25,2022-03-31,0.78,USD
3807,MCBS,MetroCity Bankshares Inc,2022-04-21,2022-03-31,0.67,USD
3810,MCD,McDonald`s Corp,2022-04-27,2022-03-31,2.22,USD
3815,MCFT,MasterCraft Boat Holdings Inc,2022-05-10,2022-03-31,1.06,USD
3816,MCHP,Microchip Technology Inc,2022-05-03,2022-03-31,1.25,USD
3821,MCK,Mckesson Corporation,2022-05-04,2022-03-31,6.04,USD
3828,MCO,Moody`s Corp,2022-04-26,2022-03-31,3.38,USD
3833,MCRI,Monarch Casino & Resort Inc,2022-04-26,2022-03-31,1.21,USD
3838,MCY,Mercury General Corp,2022-05-02,2022-03-31,0.95,USD
3839,MD,MEDNAX Inc,2022-05-05,2022-03-31,0.27,USD
3841,MDC,M.D.C. Holdings Inc,2022-04-27,2022-03-31,1.91,USD
3846,MDLZ,Mondelez International Inc - Class A,2022-04-25,2022-03-31,0.76,USD
3851,MDRX,Allscripts Healthcare Solutions Inc,2022-04-27,2022-03-31,0.23,USD
3852,MDT,Medtronic Plc,2022-05-26,2022-04-30,1.56,USD
3853,MDU,MDU Resources Group Inc,2022-05-03,2022-03-31,0.25,USD
3860,MED,Medifast Inc,2022-05-02,2022-03-31,4.04,USD
3863,MEDP,Medpace Holdings Inc,2022-04-25,2022-03-31,1.26,USD
3871,MEI,Methode Electronics Inc,2022-03-02,2022-02-28,0.72,USD
3873,MELI,MercadoLibre Inc,2022-05-03,2022-03-31,1.43,USD
3879,MET,Metlife Inc,2022-05-03,2022-03-31,1.59,USD
3880,METC,Ramaco Resources Inc,2022-05-10,2022-03-31,1.52,USD
3881,MFA,MFA Financial Inc,2022-05-04,2022-03-31,0.11,USD
3882,MFC,Manulife Financial Corp,2022-05-11,2022-03-31,0.67,CAD
3885,MFIN,Medallion Financial Corp,2022-05-02,2022-03-31,0.36,USD
3889,MG,Mistras Group Inc,2022-03-14,2021-12-31,0.08,USD
3896,MGIC,Magic Software Enterprises Ltd,2022-03-07,2021-12-31,0.25,USD
3902,MGNI,Magnite Inc,2022-05-09,2022-03-31,0.06,USD
3904,MGP,MGM Growth Properties LLC - Class A,2022-04-28,2022-03-31,0.34,USD
3905,MGPI,MGP Ingredients Inc,2022-05-03,2022-03-31,0.97,USD
3906,MGRC,McGrath Rentcorp,2022-04-26,2022-03-31,0.73,USD
3912,MGY,Magnolia Oil & Gas Corp - Class A,2022-05-02,2022-03-31,0.65,USD
3914,MHH,Mastech Digital Inc,2022-04-26,2022-03-31,0.35,USD
3917,MHK,Mohawk Industries Inc,2022-04-27,2022-03-31,2.97,USD
3920,MHO,MI Homes Inc,2022-04-26,2022-03-31,2.98,USD
3928,MIDD,Middleby Corp,2022-05-04,2022-03-31,2.15,USD
3932,MIME,Mimecast Ltd,2022-05-09,2022-03-31,0.33,USD
3938,MIRM,Mirum Pharmaceuticals Inc,2022-03-07,2021-12-31,0.34,USD
3942,MITK,Mitek Systems Inc,2022-04-27,2022-03-31,0.2,USD
3943,MITT,AG Mortgage Investment Trust Inc,2022-05-04,2022-03-31,0.25,USD
3946,MKC,McCormick & Co. Inc (Non Voting),2022-03-28,2022-02-28,0.62,USD
3947,MKL,Markel Corp,2022-04-26,2022-03-31,17.28,USD
3948,MKSI,MKS Instruments Inc,2022-04-25,2022-03-31,2.63,USD
3949,MKTX,MarketAxess Holdings Inc,2022-04-20,2022-03-31,1.79,USD
3955,MLKN,MillerKnoll Inc,2022-03-29,2022-02-28,0.27,USD
3957,MLM,Martin Marietta Materials Inc,2022-05-02,2022-03-31,0.9,USD
3966,MLVF,Malvern Bancorp Inc,2022-05-09,2022-03-31,0.11,USD
3969,MMC,Marsh & McLennan Cos. Inc,2022-04-25,2022-03-31,2.16,USD
3970,MMI,Marcus & Millichap Inc,2022-05-05,2022-03-31,0.47,USD
3972,MMLP,Martin Midstream Partners LP,2022-04-19,2022-03-31,0.28,USD
3973,MMM,3M Company,2022-04-25,2022-03-31,2.39,USD
3976,MMP,Magellan Midstream Partners L.P.,2022-04-27,2022-03-31,1.04,USD
3977,MMS,Maximus Inc,2022-05-04,2022-03-31,0.75,USD
3978,MMSI,Merit Medical Systems Inc,2022-04-27,2022-03-31,0.51,USD
3980,MMX,Maverix Metals Inc,2022-03-21,2021-12-31,0.04,USD
3999,MNRL,Brigham Minerals Inc - Class A,2022-05-04,2022-03-31,0.36,USD
4000,MNRO,Monro Inc,2022-05-18,2022-03-31,0.46,USD
4001,MNSB,MainStreet Bancshares Inc,2022-04-19,2022-03-31,0.55,USD
4004,MNTK,Montauk Renewables Inc,2022-03-29,2021-12-31,0.05,USD
4005,MNTV,Momentive Global Inc,2022-05-04,2022-03-31,0.01,USD
4006,MO,Altria Group Inc,2022-04-28,2022-03-31,1.09,USD
4007,MOD,Modine Manufacturing Company,2022-05-24,2022-03-31,0.5,USD
4008,MODN,Model N Inc,2022-05-09,2022-03-31,0.07,USD
4012,MOFG,MidWestOne Financial Group Inc,2022-04-20,2022-03-31,0.82,USD
4016,MOH,Molina Healthcare Inc,2022-04-26,2022-03-31,4.66,USD
4018,MOMO,Hello Group Inc,2022-03-23,2021-12-31,0.25,CNY
4024,MOV,Movado Group Inc,2022-03-23,2022-01-31,0.8,USD
4027,MPB,Mid Penn Bancorp Inc,2022-04-20,2022-03-31,0.62,USD
4028,MPC,Marathon Petroleum Corp,2022-05-02,2022-03-31,0.85,USD
4030,MPLX,MPLX LP,2022-05-02,2022-03-31,0.77,USD
4031,MPVDF,MPVDF,2022-03-23,2021-12-31,0.07,CAD
4033,MPW,Medical Properties Trust Inc,2022-04-27,2022-03-31,0.31,USD
4034,MPWR,Monolithic Power System Inc,2022-05-02,2022-03-31,2.26,USD
4037,MRBK,Meridian Corp,2022-04-25,2022-03-31,0.77,USD
4038,MRC,MRC Global Inc,2022-04-25,2022-03-31,0.15,USD
4040,MRCC,Monroe Capital Corp,2022-03-02,2021-12-31,0.26,USD
4042,MRCY,Mercury Systems Inc,2022-05-02,2022-03-31,0.59,USD
4046,MRK,Merck & Co Inc,2022-04-28,2022-03-31,1.81,USD
4052,MRNA,Moderna Inc,2022-05-04,2022-03-31,7.94,USD
4055,MRO,Marathon Oil Corporation,2022-05-04,2022-03-31,0.65,USD
4057,MRTN,Marten Transport Ltd,2022-04-19,2022-03-31,0.26,USD
4066,MS,Morgan Stanley,2022-04-14,2022-03-31,1.95,USD
4067,MSA,MSA Safety Inc,2022-04-26,2022-03-31,1.0,USD
4069,MSBI,Midland States Bancorp Inc,2022-04-20,2022-03-31,0.85,USD
4071,MSCI,MSCI Inc,2022-04-25,2022-03-31,2.8,USD
4073,MSFT,Microsoft Corporation,2022-04-25,2022-03-31,2.19,USD
4074,MSGE,Madison Square Garden Entertainment Corp - Class A,2022-05-05,2022-03-31,0.04,USD
4078,MSGS,Madison Square Garden Sports Corp - Class A,2022-05-03,2022-03-31,1.52,USD
4079,MSI,Motorola Solutions Inc,2022-05-04,2022-03-31,1.61,USD
4084,MSM,MSC Industrial Direct Co. Inc - Class A,2022-03-30,2022-02-28,1.22,USD
4087,MSTR,Microstrategy Inc - Class A,2022-04-27,2022-03-31,1.5,USD
4089,MTB,M & T Bank Corp,2022-04-18,2022-03-31,1.89,USD
4090,MTCH,Match Group Inc - New,2022-05-02,2022-03-31,0.55,USD
4093,MTD,Mettler-Toledo International Inc,2022-05-04,2022-03-31,7.28,USD
4094,MTDR,Matador Resources Company,2022-04-26,2022-03-31,1.74,USD
4099,MTG,MGIC Investment Corp,2022-05-03,2022-03-31,0.48,USD
4100,MTH,Meritage Homes Corp,2022-04-26,2022-03-31,4.69,USD
4101,MTLS,Materialise Nv,2022-03-03,2021-12-31,0.04,USD
4103,MTN,Vail Resorts Inc,2022-03-09,2022-01-31,5.7,USD
4106,MTOR,Meritor Inc,2022-05-02,2022-03-31,0.89,USD
4108,MTRN,Materion Corp,2022-04-27,2022-03-31,1.05,USD
4110,MTSI,MACOM Technology Solutions Holdings Inc,2022-04-27,2022-03-31,0.66,USD
4112,MTW,Manitowoc Co. Inc,2022-05-03,2022-03-31,0.05,USD
4113,MTX,Minerals Technologies Inc,2022-05-04,2022-03-31,1.26,USD
4116,MU,Micron Technology Inc,2022-03-29,2022-02-28,1.97,USD
4120,MUR,Murphy Oil Corp,2022-05-04,2022-03-31,0.47,USD
4121,MUSA,Murphy USA Inc,2022-04-26,2022-03-31,2.23,USD
4128,MWA,Mueller Water Products Inc - Series A,2022-05-02,2022-03-31,0.14,USD
4129,MX,MagnaChip Semiconductor Corp,2022-05-09,2022-03-31,0.24,USD
4134,MXL,MaxLinear Inc,2022-04-26,2022-03-31,0.91,USD
4137,MYE,Myers Industries Inc,2022-03-09,2021-12-31,0.21,USD
4139,MYFW,First Western Financial Inc,2022-04-20,2022-03-31,0.58,USD
4146,MYRG,MYR Group Inc,2022-04-26,2022-03-31,1.05,USD
4155,NATI,National Instruments Corp,2022-04-27,2022-03-31,0.22,USD
4156,NATR,Nature`s Sunshine Products Inc,2022-03-08,2021-12-31,0.09,USD
4161,NAVI,Navient Corp,2022-04-25,2022-03-31,0.76,USD
4164,NBHC,National Bank Holdings Corp - Class A,2022-04-20,2022-03-31,0.6,USD
4165,NBIX,Neurocrine Biosciences Inc,2022-05-03,2022-03-31,0.3,USD
4171,NBTB,NBT Bancorp. Inc,2022-04-25,2022-03-31,0.77,USD
4176,NCBS,Nicolet Bankshares Inc,2022-04-18,2022-03-31,1.61,USD
4184,NCR,NCR Corp,2022-04-25,2022-03-31,0.63,USD
4187,NDAQ,Nasdaq Inc - 144A,2022-04-19,2022-03-31,1.92,USD
4189,NDSN,Nordson Corp,2022-05-23,2022-04-30,2.29,USD
4190,NEE,NextEra Energy Inc,2022-04-19,2022-03-31,0.67,USD
4194,NEOG,Neogen Corp,2022-03-21,2022-02-28,0.15,USD
4197,NEP,NextEra Energy Partners LP,2022-04-19,2022-03-31,0.4,USD
4218,NEX,NexTier Oilfield Solutions Inc,2022-05-02,2022-03-31,0.02,USD
